feature_id,k,n_selected,n_seeds,selection_frequency
EC|FP2-FC3|Beta Medium,50,1,10,0.1
EC|FP2-FC4|Beta Medium,50,1,10,0.1
EC|FP2-FT8|Beta Medium,50,1,10,0.1
EC|FP2-P1|Beta High,50,1,10,0.1
EC|FP2-P1|Beta Low,50,1,10,0.1
EC|FP2-P4|Beta Medium,50,1,10,0.1
EC|FPZ-C5|Beta High,50,1,10,0.1
EC|FPZ-F4|Beta High,50,1,10,0.1
EC|FPZ-F6|Beta High,50,1,10,0.1
EC|FPZ-F7|Beta Medium,50,1,10,0.1
EC|FPZ-PZ|Beta Medium,50,1,10,0.1
EC|FT7-C2|Beta High,50,1,10,0.1
EC|FT7-CP4|Beta High,50,1,10,0.1
EC|FT7-PZ|Beta Medium,50,1,10,0.1
EC|FT8-C2|Beta High,50,1,10,0.1
EC|FT8-C2|Beta Low,50,1,10,0.1
EC|FT8-CP4|Beta Medium,50,1,10,0.1
EC|FT8-CP5|Beta Medium,50,1,10,0.1
EC|FT8-CP6|Beta Medium,50,1,10,0.1
EC|FT8-P2|Beta Medium,50,1,10,0.1
EC|FT8-P3|Beta Low,50,1,10,0.1
EC|FT8-P3|Beta Medium,50,1,10,0.1
EC|FT8-P5|Beta Medium,50,1,10,0.1
EC|FT8-P7|Beta Low,50,1,10,0.1
EC|FT8-PO3|Beta Low,50,1,10,0.1
EC|FT8-PO5|Beta Low,50,1,10,0.1
EC|FZ-C2|Beta High,50,1,10,0.1
EC|FZ-C3|Beta High,50,1,10,0.1
EC|FZ-FC1|Beta Medium,50,1,10,0.1
EC|FZ-FC3|Beta Medium,50,1,10,0.1
EC|FZ-FCZ|Beta Medium,50,1,10,0.1
EC|FZ-P1|Beta Low,50,1,10,0.1
EC|FZ-P8|Beta High,50,1,10,0.1
EC|FZ-PO3|Beta High,50,1,10,0.1
EC|P1-P2|Beta Medium,50,1,10,0.1
EC|P1-P8|Beta Medium,50,1,10,0.1
EC|P3-P8|Beta Low,50,1,10,0.1
EC|P3-PO5|Beta Low,50,1,10,0.1
EC|P3-PO7|Beta Medium,50,1,10,0.1
EC|P4-P8|Beta Low,50,1,10,0.1
EC|P6-P8|Beta Low,50,1,10,0.1
EC|PO3-CB1|Beta Medium,50,1,10,0.1
EC|PO6-PO8|Beta Low,50,1,10,0.1
EC|T7-C2|Beta High,50,1,10,0.1
EC|T7-P2|Beta Medium,50,1,10,0.1
EC|T7-P7|Beta High,50,1,10,0.1
EC|T8-P1|Beta Low,50,1,10,0.1
EC|T8-P3|Beta High,50,1,10,0.1
EC|T8-P5|Beta High,50,1,10,0.1
EC|T8-PO7|Beta Low,50,1,10,0.1
EC|TP7-O1|Beta High,50,1,10,0.1
EC|TP7-TP8|Beta High,50,1,10,0.1
EC|TP8-CB1|Beta High,50,1,10,0.1
EC|TP8-PO7|Beta High,50,1,10,0.1
